confidence_level,var_evt,es_evt,var_normal,es_normal
0.95,0.018682888248893793,0.029862101999771566,0.01986495550892694,0.024971291152639415
0.99,0.03578140111629205,0.050770871174698175,0.02819297252237977,0.03233399749708403
